date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:27:10	5681/5681	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:44:24%20GMT	https://bluebyheart.com/wp-content/plugins/gp-premium/menu-plus/functions/js/offside.min.js?ver=2.1.1	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/gp-premium/menu-plus/functions/js/offside.mine1fc.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:10	6494/6494	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Mar%202022%2021:17:33%20GMT	https://bluebyheart.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:10	19261/19261	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Mar%202022%2021:17:33%20GMT	https://bluebyheart.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:11	11861/11861	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2007%20Apr%202022%2019:39:24%20GMT	https://bluebyheart.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/index.js?ver=1649360364	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/js/indexe11d.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:11	6940/6940	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:57:07%20GMT	https://bluebyheart.com/wp-content/themes/generatepress/assets/js/menu.min.js?ver=3.1.0	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/themes/generatepress/assets/js/menu.min324d.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:11	1035636/1035636	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:40:24%20GMT	https://bluebyheart.com/wp-content/uploads/essential-addons-elementor/734e5f942.min.js?ver=1652333577	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/uploads/essential-addons-elementor/734e5f942.mina3c6.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:12	2136/2136	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:57:07%20GMT	https://bluebyheart.com/wp-content/themes/generatepress/assets/js/navigation-search.min.js?ver=3.1.0	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/themes/generatepress/assets/js/navigation-search.min324d.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:12	763/763	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:57:07%20GMT	https://bluebyheart.com/wp-content/themes/generatepress/assets/js/back-to-top.min.js?ver=3.1.0	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/themes/generatepress/assets/js/back-to-top.min324d.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:12	2979/2979	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2013%20Mar%202022%2021:17:34%20GMT	https://bluebyheart.com/wp-includes/js/comment-reply.min.js?ver=5.9.3	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-includes/js/comment-reply.min7404.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:12	5052/5052	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202022%2018:11:40%20GMT	https://bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/smooth-scroll/jquery.smooth-scroll.min.js?ver=2.2.0	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/smooth-scroll/jquery.smooth-scroll.min3601.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:12	2535/2535	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202022%2018:11:40%20GMT	https://bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/js-cookie/js.cookie.min.js?ver=2.2.1	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/js-cookie/js.cookie.min77e6.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:13	2892/2892	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2026%20Nov%202021%2018:32:37%20GMT	https://bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/sticky-kit/jquery.sticky-kit.min.js?ver=1.9.2	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/easy-table-of-contents/vendor/sticky-kit/jquery.sticky-kit.min2c00.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:13	5328/5328	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202022%2018:11:40%20GMT	https://bluebyheart.com/wp-content/plugins/easy-table-of-contents/assets/js/front.min.js?ver=2.0.22-1651947100	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/easy-table-of-contents/assets/js/front.minfc5b.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:13	8291/8291	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2007%20May%202022%2018:12:11%20GMT	https://bluebyheart.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://bluebyheart.com/rxce-colour-prediction/)
16:27:14	50684/50684	---M--	200	added ('OK')	text/javascript	etag:%22c3349b948fd7eb85%22	https://cdn.ampproject.org/v0/amp-form-latest.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-form-latest.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:14	282215/282215	---M--	200	added ('OK')	text/javascript	etag:%229529f2b30f836e70%22	https://cdn.ampproject.org/v0.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:14	36397/36397	---M--	200	added ('OK')	text/javascript	etag:%22aefb47d7f4a88ffb%22	https://cdn.ampproject.org/v0/amp-youtube-latest.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-youtube-latest.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:15	26111/26111	---M--	200	added ('OK')	text/javascript	etag:%22b2085e3fcb29d171%22	https://cdn.ampproject.org/v0/amp-addthis-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-addthis-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:15	51158/51158	---M--	200	added ('OK')	text/javascript	etag:%22a43e9952319b0675%22	https://cdn.ampproject.org/v0/amp-bind-latest.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-bind-latest.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:16	26429/26429	---M--	200	added ('OK')	text/javascript	etag:%22c764bba7fcb9db56%22	https://cdn.ampproject.org/v0/amp-lightbox-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-lightbox-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:17	82732/82732	---M--	200	added ('OK')	text/javascript	etag:%22e22744495a166f0b%22	https://cdn.ampproject.org/v0/amp-ad-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-ad-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:17	59043/59043	---M--	200	added ('OK')	text/javascript	etag:%224e5eb698ef7035fa%22	https://cdn.ampproject.org/v0/amp-consent-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-consent-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:18	12109/12109	---M--	200	added ('OK')	text/javascript	etag:%225c8bf0949094010b%22	https://cdn.ampproject.org/v0/amp-geo-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-geo-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:18	14255/14255	---M--	200	added ('OK')	text/javascript	etag:%22b3ed18cb587ea626%22	https://cdn.ampproject.org/v0/amp-social-share-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-social-share-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:18	31395/31395	---M--	200	added ('OK')	text/javascript	etag:%22f88cb42f27ded6ba%22	https://cdn.ampproject.org/v0/amp-sidebar-0.1.js	C:/My%20Web%20Sites/dipu/cdn.ampproject.org/v0/amp-sidebar-0.1.js	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:19	56061/56061	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Nov%202021%2018:40:13%20GMT	https://bluebyheart.com/wp-content/uploads/2020/11/bluebyhe.png	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/uploads/2020/11/bluebyhe.png	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:19	26419/26419	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Mar%202022%2020:07:59%20GMT	https://bluebyheart.com/wp-content/uploads/2022/03/Kubera-Fantasy-Referral-Code-300x169.png	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/uploads/2022/03/Kubera-Fantasy-Referral-Code-300x169.png	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:19	11355/11355	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Nov%202021%2018:40:23%20GMT	https://bluebyheart.com/wp-content/uploads/2021/09/IMG_20210901_150603-300x251.jpg	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/uploads/2021/09/IMG_20210901_150603-300x251.jpg	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
16:27:19	6194/6194	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Nov%202021%2018:40:24%20GMT	https://bluebyheart.com/wp-content/uploads/2021/08/IMG_20210812_153053-300x217.jpg	C:/My%20Web%20Sites/dipu/bluebyheart.com/wp-content/uploads/2021/08/IMG_20210812_153053-300x217.jpg	(from https://bluebyheart.com/rxce-colour-prediction/amp/)
